,time,zone_id,queue,charging,id
0,2020-10-01 00:00:00+00:00,769,0,0,769
1,2020-10-04 06:31:22.948938,769,0,1,769
2,2020-10-04 13:26:46.721568,769,0,1,769
3,2020-10-05 18:14:51.291581,769,0,1,769
4,2020-10-06 08:10:45.008568,769,0,1,769
5,2020-10-06 14:52:27.789400,769,0,1,769
6,2020-10-08 17:55:13.719542,769,0,1,769
7,2020-10-10 19:45:27.865098,769,0,1,769
8,2020-10-01 00:00:00+00:00,2072,0,0,2072
9,2020-10-04 11:38:56.905941,2072,0,1,2072
10,2020-10-05 11:07:27.263770,2072,0,1,2072
11,2020-10-08 06:55:55.110208,2072,0,1,2072
12,2020-10-08 20:52:53.267018,2072,0,1,2072
13,2020-10-09 18:14:40.813964,2072,0,1,2072
14,2020-10-10 01:45:47.027968,2072,0,1,2072
15,2020-10-12 20:43:33.938187,2072,0,1,2072
16,2020-10-01 00:00:00+00:00,770,0,0,770
17,2020-10-07 22:14:40.995306,770,0,1,770
18,2020-10-08 18:55:32.537188,770,0,1,770
19,2020-10-09 05:53:42.109638,770,0,1,770
20,2020-10-01 00:00:00+00:00,308,0,0,308
21,2020-10-08 17:22:43.950299,308,0,1,308
22,2020-10-10 01:13:07.205122,308,0,1,308
23,2020-10-01 00:00:00+00:00,825,0,0,825
24,2020-10-06 08:18:55.904327,825,0,1,825
25,2020-10-01 00:00:00+00:00,719,0,0,719
26,2020-10-10 13:40:52.697118,719,0,1,719
27,2020-10-01 00:00:00+00:00,717,0,0,717
28,2020-10-01 00:00:00+00:00,876,0,0,876
29,2020-10-01 00:00:00+00:00,707,0,0,707
30,2020-10-11 10:24:59.649222,707,0,1,707
31,2020-10-01 00:00:00+00:00,716,0,0,716
32,2020-10-07 01:35:18.114114,716,0,1,716
33,2020-10-10 10:35:27.854322,716,0,1,716
34,2020-10-11 17:22:53.435451,716,0,1,716
35,2020-10-01 00:00:00+00:00,828,0,0,828
36,2020-10-10 00:20:39.884517,828,0,1,828
37,2020-10-10 12:53:35.827808,828,0,1,828
38,2020-10-11 02:00:57.677419,828,0,1,828
39,2020-10-01 00:00:00+00:00,827,0,0,827
40,2020-10-01 00:00:00+00:00,547,0,0,547
41,2020-10-07 09:00:28.922247,547,0,1,547
42,2020-10-09 17:50:39.150287,547,0,1,547
43,2020-10-10 18:11:00.287322,547,0,1,547
44,2020-10-01 00:00:00+00:00,942,0,0,942
45,2020-10-04 10:43:17.866673,942,0,1,942
46,2020-10-04 19:23:20.379882,942,0,1,942
47,2020-10-11 21:06:16.452632,942,0,1,942
48,2020-10-01 00:00:00+00:00,436,0,0,436
49,2020-10-01 00:00:00+00:00,594,0,0,594
50,2020-10-05 12:54:53.151581,594,0,1,594
51,2020-10-09 11:35:14.696673,594,0,1,594
52,2020-10-10 13:26:59.879964,594,0,1,594
53,2020-10-01 00:00:00+00:00,660,0,0,660
54,2020-10-01 00:00:00+00:00,933,0,0,933
55,2020-10-08 13:57:33.254831,933,0,1,933
56,2020-10-01 00:00:00+00:00,708,0,0,708
57,2020-10-07 18:14:37.001775,708,0,1,708
58,2020-10-01 00:00:00+00:00,877,0,0,877
