,engine_type,year_energymix,vehicles_config_mode,vehicles_initial_placement,vehicle_model_name,n_vehicles,stations_config_mode,distributed_cps,system_cps,profile_type,charging_config_mode,cps_placement_policy,tot_n_charging_poles,n_charging_zones,charging_strategy,charging_relocation_strategy,queuing,n_workers,alpha_policy,beta,battery_swap,avg_reach_time,avg_service_time,relocation,relocation_strategy,relocation_technique,n_relocation_workers,avg_relocation_speed,relocation_capacity,relocation_profitability_check,relocation_vehicle_consumption,diesel_price,unlock_fee,rent_fee,avg_relocation_distance,avg_trip_duration,cps_zones_percentage,city,data_source_id,city_scenario_folder,alpha,n_vehicles_sim,sim_duration,tot_potential_charging_energy,n_same_zone_trips,n_not_same_zone_trips,n_no_close_vehicles,n_deaths,n_booking_reqs,n_bookings,n_unsatisfied,fraction_satisfied,fraction_unsatisfied,fraction_same_zone_trips,fraction_not_same_zone_trips,fraction_no_close_vehicles,fraction_not_enough_energy,fraction_same_zone_trips_satisfied,fraction_not_same_zone_trips_satisfied,fraction_no_close_vehicles_unsatisfied,fraction_deaths_unsatisfied,n_charges,tot_mobility_distance,tot_mobility_duration,cum_relo_ret_t,min_vehicles_relocated,max_vehicles_relocated,avg_relocation_step_distance,tot_vehicles_moved,n_charging_requests_system,n_charges_system,n_charges_users,n_charge_deaths,fraction_charge_deaths,soc_avg,soc_med,charging_time_avg,charging_time_med,n_charges_by_vehicle_avg,n_charges_by_vehicle_system_avg,n_charges_by_vehicle_users_avg,tot_potential_mobility_distance,tot_potential_mobility_duration,tot_potential_welltotank_energy,tot_potential_tanktowheel_energy,tot_potential_mobility_energy,tot_potential_welltotank_co2_emissions,tot_potential_welltowheel_co2_emissions,tot_potential_co2_emissions_kg,tot_welltotank_energy,tot_tanktowheel_energy,tot_mobility_energy,tot_welltotank_co2_emissions,tot_tanktowheel_co2_emissions,tot_co2_emissions_kg,tot_charging_energy,tot_charging_return_distance,fraction_charges_system,fraction_energy_system,fraction_duration_system,fraction_charges_users,fraction_energy_users,fraction_duration_users,charging_duration_avg,charging_energy_event_avg,charging_energy_event_max,charging_energy_event_med,cum_relo_out_t,cum_relo_t,cum_relo_khw,avg_hourly_relo_t,max_driving_distance,percentage_satisfied,percentage_unsatisfied,percentage_same_zone_trips,percentage_not_same_zone_trips,percentage_no_close_vehicles,percentage_not_enough_energy,percentage_same_zone_trips_satisfied,percentage_not_same_zone_trips_satisfied,percentage_no_close_vehicles_unsatisfied,percentage_deaths_unsatisfied,percentage_charge_deaths,percentage_charges_system,percentage_energy_system,percentage_duration_system,percentage_charges_users,percentage_energy_users,percentage_duration_users,cars_cost,charging_infrastructure_cost,scenario_cost,relocation_cost,energy_cost,revenues,washing_cost,sim_cost,profit
0,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,8,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
1,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,1,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
2,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,3,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
3,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,7,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
4,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,4,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
5,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,6,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
6,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,5,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
7,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,2,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
8,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,13,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
9,electric,2020,sim_config,random_greedy,Fiat 500e 2020,200,sim_config,True,True,single_phase_2,sim_config,num_parkings,1,12,reactive,closest_queueing,True,1,auto,100,False,0,0,False,,frozenset(),1,20,1,False,7,0.65,1,0.15,1,10,0.0019157088122605363,Roma,enjoy,default,21.31273069411744,200,5270400.0,5416.8,1658,2689,25142,0,29489,4347,25142,0.14741089897928042,0.8525891010207196,0.05622435484417918,0.09118654413510123,0.8525891010207196,0.0,0.3814124683689901,0.6185875316310099,1.0,0.0,254,25921688.180506647,7623938.982597,125763.86096808207,inf,-inf,NA,0,254,0,0,4,0.015748031496062992,53.41028652610102,49.928107285136484,5.27027918650135,5.203216595112867,1.27,1.27,0,174653176.19028413,52182532.62708,6213.565272017989,4897.86867929966,11111.433951317647,2453.40463763091,0.0,2453.40463763091,6213.565272017989,4897.86867929966,11111.43395131765,2453.4046376309097,0.0,2453.4046376309097,7710.629261018936,1206921.933306513,1.0,1.0,1.0,0,0,0,18973.00507140486,30.35680811424778,35.482812503722606,29.970527587850118,0.0,125763.86096808207,247.35895830135956,5716.539134912821,41883.47752455863,14.741089897928042,85.25891010207197,5.6224354844179185,9.118654413510123,85.25891010207197,0.0,38.141246836899015,61.858753163100985,100.0,0.0,1.574803149606299,100.0,100.0,100.0,0,0,0,66666.66666666667,42.10783333333334,66708.7745,803.4913339627466,447.95090629428137,33037.068924587,1313.47,2564.9122402570283,-36236.617815670026
